type,pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
REACTOME,Eukaryotic translation elongation,0.000128322810517917,0.0144888118784775,0.558874204714276,1.65797215519218,123,91,RPL3L|RPL31|RPS17|RPL4|EEF1G|RPL39L|RPS4X|RPS26|RPL7|EEF2|RPS20|RPL13A|RPL15|EEF1A1|RPL27|RPLP2|RPL27A|RPL3|RPS6|RPS19|RPL17|RPS27L|RPL21|RPS3|RPS15A|RPL18A|RPSA|RPL6|RPL8|RPL28|RPL10|RPS18|RPL5|RPL41|RPL23|RPL22L1|RPL36AL|RPS15|RPL23A|RPL13|RPS13|RPS23|RPS12|RPS3A|RPL36A|RPS25|RPL37A|RPL10A|EEF1D|RPL9|RPL38|RPS14|RPL32|RPS5|RPL26|RPS2|RPS7|RPL35|RPL7A|RPL35A|RPL11|RPS24|RPS29|RPLP1|RPL26L1|RPS16|RPL34|RPS28|RPL36|RPL12|RPS27A|RPL14|EEF1B2|RPL19|RPL39|UBA52|RPS10|RPL18
REACTOME,Extracellular matrix organization,1.20084419346801e-05,0.00324404474877037,0.478654257113602,1.49063715330184,11,289,ACAN|COL2A1|ASPN|TLL2|BGN|P3H2|MMP10|MMP24|COMP|COL26A1|CTSG|CTSV|FMOD|HAPLN1|COL23A1|TNC|FBN2|CDH1|TPSAB1|GDF5|COL8A1|ADAMTS16|P4HA3|MMP3|ADAMTS18|COLGALT2|SERPINE1|COL9A2|ADAMTS3|CAPN8|SDC1|EMILIN3|ADAMTS14|ITGAX|COL21A1|BMP2|LUM|COL8A2|MMP1|PRKCA|ITGAD|FBN3|IBSP|COL14A1|TNN|COL1A1|COL3A1|PTPRS|ITGA2B|CAPN9|MMP20|CTRB1|LOXL1|ADAMTS1|ITGA10|CAPN11|COL5A1|PCOLCE|SPOCK3|OPTC|FGF2|TLL1|ITGAM|ADAMTS8|COL10A1|ICAM1|LRP4|ELN|MFAP4|ICAM4|COL19A1|COL17A1|TNR|NCAN|ACTN1|TGFB2|ITGA11|LTBP2|TGFB3|SPARC|COL27A1|COL5A2|LTBP1|SCUBE3|TIMP1|COL11A2|P4HA2|ITGA9|CD44|LOXL2|MATN1|MMP13|COL22A1|ADAM12|MMP19|COL4A4|BCAN|CMA1|CAPN13|COL20A1|CTSK|COL1A2|NID2|PDGFA|DDR2|CTSS|HTRA1|BSG|PCOLCE2|LOX|NTN4|LOXL3|EFEMP2|ITGB4|COL6A2|JAM2|LAMA4|P4HA1|COL9A3|COL6A1|MUSK|KLKB1|TGFB1|CTSL|SDC2|CASK|PLOD2|COL16A1|NCAM1|CEACAM1|COL24A1|MMP16|APP|PXDN|SH3PXD2A|ITGB1|COL6A3|P4HB|MFAP5
REACTOME,Laminin interactions,0.000163579983499758,0.016930528292225,-0.586195051733429,-2.09861669719845,22,30,NID1|ITGA6|LAMA5|COL4A6|LAMA2|LAMC3|COL18A1|ITGA3|ITGA7|LAMB1|LAMA3|COL4A1|COL4A2|COL7A1|COL4A5|LAMB2
REACTOME,Mrna splicing,0.000430477830391735,0.0321563388377115,-0.301738403536004,-1.46416198403484,1,188,SRRM2|RNPC3|U2AF1|SF1|PABPN1|ALYREF|SRSF5|PDCD7|SF3B1|SRSF9|HNRNPD|PRPF8|CASC3|HNRNPU|SNRNP70|CDC5L|PRPF6|SRSF11|SRRM1|SNRNP35|U2SURP|U2AF1L4|SNRNP200|HNRNPH2|CRNKL1|PCBP1|RBM5|CWC15|CDC40|SMNDC1|PRPF3|POLR2B|ELAVL1|SNW1|HNRNPR|PTBP1|DDX42|CWC22|DDX46|CSTF2T|CCAR1|FIP1L1|CSTF1|LSM6|XAB2|HNRNPA3|SRSF1|SRSF3|SF3A1|WDR33|CWC25|DHX38|HNRNPF|AQR
REACTOME,Neuronal system,1.00013501822746e-06,0.00124216769263851,0.49756947718078,1.55740938811536,0,377,GRIK4|GLRA1|PRKCG|SLC22A1|SYT2|KCNG2|KCNQ5|TUBB3|CHRNB4|SLC18A2|HCN2|GRIN2A|IL1RAPL2|CACNA1B|GNG4|KCNH4|ADCY8|KCNK9|KCNH3|RIMS1|KCNMA1|KCNK10|GABBR2|RASGRF1|KCNJ6|ACTN2|RAB3A|GRIP1|GRM1|DLGAP1|GRIN3A|SLC6A13|CACNA2D2|KCNN3|SYT9|CAMK4|GRIN3B|EPB41L3|GABRB3|ACHE|LRRTM4|KCNK13|DLGAP2|KCNN4|LRRC7|NRG1|HOMER1|SLC6A12|KCNMB2|KCNV2|HCN1|GABRR3|GABRR1|SHANK1|GRIA4|SLC22A2|KCNS3|SYN3|PPM1E|GRIN2D|TUBB2B|GRIP2|PRKCA|KCNJ1|GABRG3|KCNH7|KIF17|DLG2|GRIK1|KCNMB4|GLRB|PTPRS|IL1RAPL1|CHRNA7|SNAP25|LRFN2|CACNA1E|TUBB8|GABRA1|KCNC2|SYN1|KCNQ1|KPNA2|ADCY1|GLRA3|HSPA8|SLC17A7|PPFIA4|PRKAG3|KCNG3|CHRNA3|GNGT1|CACNG4|GABRA3|CACNB2|SYN2|NLGN3|NCALD|PTPRD|ERBB4|GRIK3|KCNK4|KCNN1|ADCY7|KCNH1|KCNJ14|HOMER2|SLC6A1|KCNJ5|GNG3|CHRNB3|GAD2|CACNG3|HCN4|NEFL|CACNG2|GLRA2|GNAL|KCNJ15|CACNB4|TUBB2A|RASGRF2|DLG4|GRIN2B|TUBB4B|CACNG8|CHRNA5|TUBA1B|TUBA8|GRIN2C|GLS2|KCNJ2|EPB41L5|GRIA1|GRIA3|RPS6KA3|SYT1|LRFN1|TUBB1|KCNS2
REACTOME,Neurotransmitter receptors and postsynaptic signal transmission,1.30597614684798e-05,0.00324404474877037,0.51484990785758,1.58529845341886,12,189,GRIK4|GLRA1|PRKCG|TUBB3|CHRNB4|GRIN2A|GNG4|ADCY8|GABBR2|RASGRF1|KCNJ6|ACTN2|GRIP1|GRIN3A|CAMK4|GRIN3B|GABRB3|LRRC7|NRG1|GABRR3|GABRR1|GRIA4|PPM1E|GRIN2D|TUBB2B|GRIP2|PRKCA|GABRG3|KIF17|DLG2|GRIK1|GLRB|CHRNA7|TUBB8|GABRA1|KPNA2|ADCY1|GLRA3|PRKAG3|CHRNA3|GNGT1|CACNG4|GABRA3|NCALD|ERBB4|GRIK3|ADCY7|KCNJ5|GNG3|CHRNB3|CACNG3|NEFL|CACNG2|GLRA2|GNAL|KCNJ15|TUBB2A|RASGRF2|DLG4|GRIN2B|TUBB4B|CACNG8|CHRNA5|TUBA1B|TUBA8|GRIN2C|KCNJ2|GRIA1|GRIA3|RPS6KA3|TUBB1|HTR3E|PRKAR1B|KCNJ12|GABRB1|CAMK2A|KCNJ3|CHRNE
REACTOME,Nr1h2 and nr1h3 mediated signaling,1.07140943911716e-05,0.00324404474877037,-0.581269988438217,-2.29160190412685,0,46,APOD|PLIN1|APOC4|APOC1|APOC2|APOE|SREBF1|ABCA1|ABCG1|PCK1|NR1H3|TNRC6A|FASN|SCD|AGO4|KDM3A|RXRA|KDM1A|NRIP1|TBL1XR1|EP300
REACTOME,Nr1h3 nr1h2 regulate gene expression linked to cholesterol transport and efflux,5.13228463650594e-05,0.00796787189817547,-0.564837175464919,-2.12424229299066,5,37,APOD|APOC4|APOC1|APOC2|APOE|ABCA1|ABCG1|NR1H3|TNRC6A|AGO4|KDM3A|RXRA|KDM1A
REACTOME,Phase i functionalization of compounds,0.000348766239428023,0.0288778446246403,-0.385078175962705,-1.70913250366466,11,90,CYP4B1|ADH1B|ADH1C|ADH4|AOC3|CYP4A11|MAOA|CYP3A7|CYP1A1|CYP19A1|ARNT2|ALDH1A1|CYP4A22|FMO3|ACSS1|PTGIS|CYP4F11|CYP2D6|ADH5|CYP26B1|PAOX|ARNT|FDX1|RXRA|CYP4F12
REACTOME,Plasma lipoprotein assembly,2.22888907710619e-05,0.00454455641177633,-0.777115141943055,-2.30886109548558,4,15,APOB|APOC4|APOC1|APOC2|APOE|ABCA1|A2M|PRKACA
REACTOME,Plasma lipoprotein assembly remodeling and clearance,8.18518154732672e-05,0.0108670511435397,-0.472036883044397,-1.98091714997985,4,64,CIDEC|APOB|APOC4|APOC1|GPIHBP1|LPL|APOC2|APOE|ABCA1|VLDLR|ANGPTL8|APOBR|PCSK5|ABCG1|FURIN|A2M|NR1H3
REACTOME,Plasma lipoprotein remodeling,0.000671848860880256,0.0397350612006323,-0.560250125984945,-1.97395295392699,99,28,CIDEC|APOB|GPIHBP1|LPL|APOC2|APOE|ANGPTL8|PCSK5|ABCG1|FURIN
REACTOME,Processing of capped intron containing pre mrna,0.000592417061611374,0.0387253679221751,-0.306890619112692,-1.51914636862055,0,239,SRRM2|RNPC3|U2AF1|SF1|PABPN1|ALYREF|NUP210|ZC3H11A|SRSF5|PDCD7|SF3B1|SRSF9|HNRNPD|PRPF8|CASC3|HNRNPU|SNRNP70|CDC5L|PRPF6|SRSF11|SRRM1|SNRNP35|U2SURP|U2AF1L4|SNRNP200|HNRNPH2|CRNKL1|PCBP1|RBM5|CWC15|CDC40|SMNDC1|PRPF3|POLR2B|THOC2|ELAVL1|METTL14|SNW1|HNRNPR|NUP43|PTBP1|DDX42|CWC22|NUP50|DDX46|TPR|CSTF2T|CCAR1|DDX39B|FIP1L1|NUP214|CSTF1|POM121C|RANBP2|NUP160|NUP155|NUP54|POLDIP3|LSM6|XAB2|HNRNPA3|RAE1|SRSF1|SRSF3|SF3A1|WDR33|CWC25|DHX38|HNRNPF|AQR
REACTOME,Ra biosynthesis pathway,0.000650771445993656,0.0397350612006323,-0.649074594167879,-2.06524794095689,126,19,ADH1C|ADH4|RDH16|ALDH1A1|DHRS3|RDH14|CYP26B1
REACTOME,Signaling by retinoic acid,0.000972876561782166,0.048332507589338,-0.485683797533591,-1.84816246900972,107,39,ADH1C|ADH4|RDH16|ALDH1A1|DHRS3|PDK1|RDH14|CPT1B|CYP26B1|RARA|RXRA|RARB
REACTOME,Sumoylation,0.000195198126097989,0.0186489286625925,-0.338460916491258,-1.6385505469136,0,183,TFAP2B|NR5A2|CBX2|CDCA8|H4C14|DDX17|ZBED1|SP3|NUP210|NR1H3|THRA|FOXL2|VHL|INCENP|ZNF350|RARA|RELA|PIAS4|PHC3|NSMCE3|SIN3A|SATB1|RNF168|RXRA|HDAC7|PIAS3|SMC3|SENP1|NR2C1|XPC|PHC1|TOP2B|SUZ12|H4C5|MTA1|NUP43|RWDD3|WRN|NRIP1|TFAP2C|STAG2|NUP50|RAD21|PIAS2|BMI1|TPR|EP300|PHC2|NUP214|H4C15|SP100|NCOA2|POM121C|RANBP2|NUP160|NUP155|NUP54|HERC2|RAE1|HIC1
REACTOME,Transcriptional regulation of white adipocyte differentiation,2.56134419343271e-05,0.00454455641177633,-0.4988476796461,-2.18960477112366,0,84,ADIPOQ|PLIN1|FABP4|LPL|CD36|CEBPA|CEBPD|SREBF1|LEP|SLC2A4|CEBPB|PCK1|NR2F2|RELA|MED23|ZNF467|KLF4|RXRA|MED9|MED7|ZNF638|EBF1|MED30|MED6|MED21|MED4|TBL1XR1|EP300|MED20|MED13L|MED22|NCOA2|MED17|MED10|MED8|FAM120B
REACTOME,Transmission across chemical synapses,3.0040284020872e-06,0.00186550163769615,0.513432775006613,1.59385526031593,2,251,GRIK4|GLRA1|PRKCG|SLC22A1|TUBB3|CHRNB4|SLC18A2|GRIN2A|CACNA1B|GNG4|ADCY8|RIMS1|GABBR2|RASGRF1|KCNJ6|ACTN2|RAB3A|GRIP1|GRIN3A|SLC6A13|CACNA2D2|CAMK4|GRIN3B|GABRB3|ACHE|LRRC7|NRG1|SLC6A12|GABRR3|GABRR1|GRIA4|SLC22A2|SYN3|PPM1E|GRIN2D|TUBB2B|GRIP2|PRKCA|GABRG3|KIF17|DLG2|GRIK1|GLRB|CHRNA7|SNAP25|CACNA1E|TUBB8|GABRA1|SYN1|KPNA2|ADCY1|GLRA3|HSPA8|SLC17A7|PPFIA4|PRKAG3|CHRNA3|GNGT1|CACNG4|GABRA3|CACNB2|SYN2|NCALD|ERBB4|GRIK3|ADCY7|SLC6A1|KCNJ5|GNG3|CHRNB3|GAD2|CACNG3|NEFL|CACNG2|GLRA2|GNAL|KCNJ15|CACNB4|TUBB2A|RASGRF2|DLG4|GRIN2B|TUBB4B|CACNG8|CHRNA5|TUBA1B|TUBA8|GRIN2C|GLS2|KCNJ2|GRIA1|GRIA3|RPS6KA3|SYT1
REACTOME,Transport of mature transcript to cytoplasm,0.000456774689874026,0.0321563388377115,-0.388055519580164,-1.69298007154942,18,81,U2AF1|ALYREF|NUP210|ZC3H11A|SRSF5|SRSF9|CASC3|SRSF11|SRRM1|U2AF1L4|CDC40|THOC2|NUP43|NUP50|TPR|DDX39B|FIP1L1|NUP214|POM121C|RANBP2|NUP160|NUP155|NUP54|POLDIP3|RAE1|SRSF1|SRSF3|WDR33|DHX38
WP,Adipogenesis,0.000488579455233907,0.0345514162443029,-0.34004472393671,-1.57544430934813,7,126,ADIPOQ|PLIN1|KLF15|LIPE|RETN|CNTFR|LPL|CEBPA|CEBPD|FOXC2|SREBF1|PLIN2|LEP|SLC2A4|GATA3|PTGIS|CFD|CEBPB|PCK1|NR1H3|SP1|CYP26B1|NR2F1|RARA|TRIB3|SCD|STAT6|DDIT3|RXRA|PCK2|RBL2|SMAD3|TWIST1|EBF1|PRLR
WP,Ampactivated protein kinase ampk signaling,0.000735206114179219,0.036628234856421,-0.410780163495833,-1.72978455313987,42,66,ADIPOQ|LIPE|SREBF1|LEP|ADRA1A|SLC2A4|EEF2K|CPT1B|STK11|FASN|TSC1|PRKAA1|PIK3CG|CRTC2|SLC2A4RG|PRKAB1|ELAVL1|ACACB|PIK3C3|AKT2|INSR|CAB39|STRADB|AKT1
WP,Antiviral and antiinflammatory effects of nrf2 on sarscov2 pathway,0.000771177361557501,0.036628234856421,0.655173826798433,1.73060803115034,667,32,SLC7A11|CXCL8|IL6|MMP3|IL12A|CCL2|HMOX1|MMP1|IL1B|NFKB1|GSTA2|TNF|NOX1|GCLM|NQO1
WP,Cytoplasmic ribosomal proteins,0.000798872863015091,0.036628234856421,0.535684694196237,1.58544695088085,769,88,RPL3L|RPL31|RPS17|RPL4|RPS6KA3|RPS4X|RPS26|RPL7|RPS20|RPL13A|RPL15|RPL27|RPLP2|RPL27A|RPL3|RPS6|RPS19|RPL17|RPL21|RPS3|RPS15A|RPL18A|RPSA|RPL6|RPL8|RPL28|RPL10|RPS18|RPL5|RPL41|RPL23|RPS6KA2|RPS15|RPL23A|RPL13|RPS13|RPS23|RPS12|RPS3A|RPL36A|RPS25|RPL37A|RPL10A|RPL9|RPL38|RPS14|RPL32|RPS5|RPL26|RPS2|RPS7|RPL35|RPL7A|RPL35A|RPL11|RPS24|RPS29|RPLP1|RPS16|RPL34|RPS28|RPL36|RPL12|RPS27A|RPL14|RPL19|RPL39|UBA52|RPS10|RPL18|RPL24|RPS27
WP,Differentiation of white and brown adipocyte,0.000363430289142674,0.0345514162443029,-0.609626004076433,-2.08557606607775,58,25,ADIPOQ|CIDEA|SLC7A10|PLAC8|CEBPA|LEP|CEBPB
WP,Familial partial lipodystrophy fpld,6.90007314077529e-06,0.00385714088569339,-0.747522251101411,-2.6519820737951,0,29,PLIN1|CIDEA|CIDEC|FABP4|LIPE|LPL|CEBPA|SREBF1|KLF2|GATA3|PNPLA2
WP,Fatty acid betaoxidation,0.00046339895660493,0.0345514162443029,-0.546873545584561,-1.98753313990097,61,32,LIPE|LPL|ACADL|ACSL6|PNPLA2|CPT1B|ECI1|CPT2|CHKB|ACSL1|ACSL4|CRAT
WP,Fatty acid omegaoxidation,9.92445504817331e-05,0.0223367697594502,-0.795720641622959,-2.20521957671839,24,12,ADH1B|ADH1C|ADH4|CYP4A11|CYP1A1|ALDH1A1|CYP2D6
WP,Mrna processing,0.000119875329657157,0.0223367697594502,-0.390187205993586,-1.80598383065799,1,125,U2AF1|CELF4|PABPN1|SUGP2|SRSF5|SFSWAP|CLK2|SF3B1|PRPF4B|RNMT|SRSF9|SREK1|HNRNPD|PRPF8|DDX20|HNRNPU|SNRNP70|CLK4|PRPF6|DICER1|SRRM1|HNRNPAB|HNRNPH2|RBM5|CDC40|PRPF3|PTBP2|SFPQ|HNRNPR|SPOP|PTBP1|CELF2|CSTF2T|CELF1|CSTF1|PRMT1|SRP54|SRSF1|SRSF3|SF3A1|DHX38
WP,Neuroinflammation and glutamatergic signaling,0.000494474651081258,0.0345514162443029,0.501877277740379,1.52612544763537,487,137,GRIK4|PRKCG|IL1A|GRIN2A|NGF|ADCY8|IL6|GRM7|IL12A|GRM1|GRIN3A|LIF|BDNF|CAMK4|GRIN3B|SLC6A9|SLC38A5|GRIA4|GRIN2D|IL10|PRKCA|DAO|LRRC8C|GRIK1|IL1B|NFKB1|IL4|ADCY1|SLC17A7|FGF2|ARC|GRIK3|TNF|CNTF|TGFB2|PSAT1|TGFB3|PLCB4|IL13|GRIN2B|PSPH|TRPM4|NOS1|GRIN2C|GLS2|LRRC8E|GRIA1|GRIA3|BCL2
WP,Oligodendrocyte specification and differentiation leading to myelin components for cns,0.000447675667932097,0.0345514162443029,0.701231564862934,1.78149219081137,374,25,CXCL1|CXCL2|LIF|MYT1|BMP2|IL1B|SOX9|OMG|FGF2|TNF|CNTF|SOX5|GLI2|SOX8|MOG
WP,Photodynamic therapyinduced nfkb survival signaling,0.000917343985670652,0.036628234856421,0.643953822672175,1.7161773693722,800,34,CXCL8|IL1A|CXCL2|BCL2A1|IL6|MMP3|BIRC5|MMP1|CSF2|BIRC3|CCND1|IL1B|NFKB1|PTGS2|ICAM1|TNF
WP,Pluripotent stem cell differentiation pathway,0.000859719951508681,0.036628234856421,0.615251018275659,1.69336337163502,772,43,IL11|TNFSF11|INHBA|ALK|GDF5|DKK1|IL6|NODAL|NOG|FGF1|KITLG|WNT1|FGF2|FST|NT5E|CNTF|WNT7B|WNT3A|TGFB3|TPO|TF|EGF|PDGFA|HGF|WNT5A|WNT2B
WP,Transcriptional cascade regulating adipogenesis,0.000826248254550562,0.036628234856421,-0.726183512126099,-2.06412858611347,199,13,KLF15|CEBPA|CEBPD|SREBF1|KLF2|GATA3|CEBPB
KEGG,Fatty acid metabolism,4.74113407927176e-05,0.00867627536506732,-0.560586014654176,-2.1555318330391,4,41,ADH1B|ADH1C|ADH4|ACADL|CYP4A11|ACSL6|CYP4A22|CPT1B|ECI1|ADH5
KEGG,Retinol metabolism,0.00037813167776146,0.0345990485151736,-0.519683283247216,-1.96558571031152,42,38,ADH1B|ADH1C|ADH4|DGAT2|CYP4A11|RDH16|CYP3A7|CYP1A1|ALDH1A1|CYP4A22|DHRS3|ADH5|CYP26B1
KEGG,Ribosome,0.000664311819664253,0.0405230209995194,0.539253036603578,1.59438167182483,639,87,RPL3L|RPL31|RPS17|RPL4|RPS4X|RPS26|RPL7|RPS20|RPL13A|RPL15|RPL27|RPLP2|RPL27A|RPL3|RPS6|RPS19|RPL17|RPS27L|RPL21|RPS3|RPS15A|RPL18A|RPSA|RPL6|RPL8|RPL28|RPL10|RPS18|RPL5|RPL41|RPL23|RPL22L1|RPL36AL|RPS15|RPL23A|RPL13|RPS13|RPS23|RPS12|RPS3A|RPL36A|RPS25|RPL37A|RPL10A|RPL9|RPL38|RPL32|RPS5|RPL26|RPS2|RPS7|RPL35|RPL7A|RPL35A|RPL11|RPS24|RPS29|RPLP1|RPL26L1|RPS16|RPL34|RPS28|RPL36|RPL12|RPS27A|RPL14|RPL19|RPL39|UBA52|RPS10|RPL18|RPL24|RPS27
GOBP,Anion transmembrane transport,0.00034399150374383,0.0387869531110265,0.46474973504219,1.43932981474118,102,232,GLRA1|SLC9C1|SLC7A11|CFTR|SLC9C2|SLC16A3|SLC26A5|ANO1|SLC17A8|SLC4A1|SLC25A31|SLC23A1|GRM1|SLC5A5|SLC6A13|FOLR1|SLC7A5|SLC12A8|SLC22A6|GABRB3|SLC12A1|SLC6A9|SLC38A5|ABCB1|SLC12A3|SLC24A1|SLC26A8|GABRR3|GABRR1|SLC22A2|SLC5A8|SLC9A2|GABRG3|RGS2|SLC7A2|ANO3|LRRC8C|SLC26A3|GLRB|ANO4|CLCN1|GABRA1|GLRA3|SLC13A3|ANKH|SLC17A7|SLC4A10|NTSR1|GABRA3|ADAMTS8|ANO7|SLC13A4|SLC47A1|TNF|SLC4A9|SLC6A1|SLC26A9|SLC12A5|GLRA2|SLC24A3|SLC44A4|SLC16A8|SLC12A2|SLC25A18|LRRC8E|ABCC1|SLC9A3|GABRB1|SLC4A5|SLC1A2|SLC9A5|SLC9A7|SLC25A6|SLC25A15|PRAF2|SLC16A1|RIPK1|SLC20A1|SLC26A1|MYC|LRRC8D|SLC7A1|SLC35B4|SLC4A4|CLTRN|ABCC4|ARL6IP1|SLC3A1|PRNP|SLC35B3|SLC35B2|SLC25A4|GABRR2|SLC12A4|AGT|ITGB1|SLC25A19|SLC20A2|SLC25A12|SLC25A14|SLC46A1|SLC19A1|SLC25A41|SLC4A11
GOBP,Axonemal dynein complex assembly,6.43939393939394e-05,0.020420928030303,0.677740990008381,1.82109111401774,16,36,DRC1|DNAH17|DNAH5|DNAH2|CFAP100|CCDC65|DNAH8|DNAI2|DNAI3|DNAI1|ODAD2|DNAAF8
